time,measure,cumul_measure,total_by_period,cumul_by_period,unit_of_measurement,deviceId,year,month,day
2023-02-02,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-3403.501,-13092.646,percent,20210301-audioptic-clamart,2023,2,2
2023-02-03,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-3855.603,-16948.249,percent,20210301-audioptic-clamart,2023,2,3
2023-02-04,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,2,4
2023-02-05,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-3754.956,-20703.205,percent,20210301-audioptic-clamart,2023,2,5
2023-02-06,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,2,6
2023-02-07,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,2,7
2023-02-08,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,2,8
2023-02-09,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,2,9
2023-02-10,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-2770.314,-23473.519,percent,20210301-audioptic-clamart,2023,2,10
2023-02-11,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,2,11
2023-02-12,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,2,12
2023-02-13,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-1182.35,-24655.869,percent,20210301-audioptic-clamart,2023,2,13
2023-02-14,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.469,-24655.399999999998,percent,20210301-audioptic-clamart,2023,2,14
2023-02-15,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.596,-24654.803999999996,percent,20210301-audioptic-clamart,2023,2,15
2023-02-16,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.783,-24654.020999999997,percent,20210301-audioptic-clamart,2023,2,16
2023-02-17,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.662,-24653.358999999997,percent,20210301-audioptic-clamart,2023,2,17
2023-02-18,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.621,-24652.737999999998,percent,20210301-audioptic-clamart,2023,2,18
2023-02-19,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.458,-24652.28,percent,20210301-audioptic-clamart,2023,2,19
2023-02-20,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.287,-24651.993,percent,20210301-audioptic-clamart,2023,2,20
2023-02-21,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.487,-24651.505999999998,percent,20210301-audioptic-clamart,2023,2,21
2023-02-22,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.339,-24651.166999999998,percent,20210301-audioptic-clamart,2023,2,22
2023-02-23,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.318,-24650.849,percent,20210301-audioptic-clamart,2023,2,23
2023-02-24,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.27,-24650.578999999998,percent,20210301-audioptic-clamart,2023,2,24
2023-02-25,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.25,-24650.328999999998,percent,20210301-audioptic-clamart,2023,2,25
2023-02-26,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.163,-24650.165999999997,percent,20210301-audioptic-clamart,2023,2,26
2023-02-27,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.132,-24650.033999999996,percent,20210301-audioptic-clamart,2023,2,27
2023-02-28,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.14300000000000002,-24649.890999999996,percent,20210301-audioptic-clamart,2023,2,28
2023-02-28,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_MONTHLY,null,null,percent,20210301-audioptic-clamart,2023,2,28
2023-03-01,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.156,-24649.734999999997,percent,20210301-audioptic-clamart,2023,3,1
2023-03-02,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.181,-24649.553999999996,percent,20210301-audioptic-clamart,2023,3,2
2023-03-03,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.2,-24649.353999999996,percent,20210301-audioptic-clamart,2023,3,3
2023-03-04,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.201,-24649.152999999995,percent,20210301-audioptic-clamart,2023,3,4
2023-03-05,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.21,-24648.942999999996,percent,20210301-audioptic-clamart,2023,3,5
2023-03-06,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.168,-24648.774999999994,percent,20210301-audioptic-clamart,2023,3,6
2023-03-07,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.214,-24648.560999999994,percent,20210301-audioptic-clamart,2023,3,7
2023-03-08,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.33999999999999997,-24648.220999999994,percent,20210301-audioptic-clamart,2023,3,8
2023-03-09,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,23.386,-24624.834999999995,percent,20210301-audioptic-clamart,2023,3,9
2023-03-10,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.232,-24624.602999999996,percent,20210301-audioptic-clamart,2023,3,10
2023-03-11,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.363,-24624.239999999994,percent,20210301-audioptic-clamart,2023,3,11
2023-03-12,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,0.499,-24623.740999999995,percent,20210301-audioptic-clamart,2023,3,12
2023-03-13,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,3,13
2023-03-14,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,3,14
2023-03-15,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-3450.279,-28074.019999999993,percent,20210301-audioptic-clamart,2023,3,15
2023-03-16,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,3,16
2023-03-17,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,3,17
2023-03-18,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,3,18
2023-03-19,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-1480.1490000000001,-29554.168999999994,percent,20210301-audioptic-clamart,2023,3,19
2023-03-20,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-2870.241,-32424.409999999996,percent,20210301-audioptic-clamart,2023,3,20
2023-03-21,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-3600.984,-36025.39399999999,percent,20210301-audioptic-clamart,2023,3,21
2023-03-22,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-3652.23,-39677.623999999996,percent,20210301-audioptic-clamart,2023,3,22
2023-03-23,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,3,23
2023-03-24,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,3,24
2023-03-25,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4447.371,-44124.994999999995,percent,20210301-audioptic-clamart,2023,3,25
2023-03-26,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-4154.805,-48279.799999999996,percent,20210301-audioptic-clamart,2023,3,26
2023-03-27,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-3213.69,-51493.49,percent,20210301-audioptic-clamart,2023,3,27
2023-03-28,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,-3672.986,-55166.475999999995,percent,20210301-audioptic-clamart,2023,3,28
2023-03-29,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,3,29
2023-03-30,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,3,30
2023-03-31,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_DAILY,null,null,percent,20210301-audioptic-clamart,2023,3,31
2023-03-31,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_MONTHLY,null,null,percent,20210301-audioptic-clamart,2023,3,31
2023-12-31,CO2_PRODUCED_REDUCTION,CO2_PRODUCED_REDUCTION_CUMULATED_YEARLY,null,null,percent,20210301-audioptic-clamart,2023,12,31
2023-01-19,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,150200.325,150200.325,kilowattHours,20210301-audioptic-clamart,2023,1,19
2023-01-20,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,525816.169,676016.494,kilowattHours,20210301-audioptic-clamart,2023,1,20
2023-01-21,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,407486.268,1083502.7619999999,kilowattHours,20210301-audioptic-clamart,2023,1,21
2023-01-22,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,396566.072,1480068.8339999998,kilowattHours,20210301-audioptic-clamart,2023,1,22
2023-01-23,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,684607.07,2164675.9039999996,kilowattHours,20210301-audioptic-clamart,2023,1,23
2023-01-24,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,446986.056,2611661.9599999995,kilowattHours,20210301-audioptic-clamart,2023,1,24
2023-01-25,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,498652.89400000003,3110314.8539999994,kilowattHours,20210301-audioptic-clamart,2023,1,25
2023-01-26,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,403082.717,3513397.5709999995,kilowattHours,20210301-audioptic-clamart,2023,1,26
2023-01-27,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,381207.028,3894604.5989999995,kilowattHours,20210301-audioptic-clamart,2023,1,27
2023-01-28,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,436173.059,4330777.658,kilowattHours,20210301-audioptic-clamart,2023,1,28
2023-01-29,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,520947.796,4851725.454,kilowattHours,20210301-audioptic-clamart,2023,1,29
2023-01-30,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,383341.279,5235066.733,kilowattHours,20210301-audioptic-clamart,2023,1,30
2023-01-31,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,338997.346,5574064.079,kilowattHours,20210301-audioptic-clamart,2023,1,31
2023-01-31,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_MONTHLY,5574064.079,5574064.079,kilowattHours,20210301-audioptic-clamart,2023,1,31
2023-02-01,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,309463.703,5883527.782,kilowattHours,20210301-audioptic-clamart,2023,2,1
2023-02-02,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,87866.868,5971394.649999999,kilowattHours,20210301-audioptic-clamart,2023,2,2
2023-02-03,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,176540.547,6147935.197,kilowattHours,20210301-audioptic-clamart,2023,2,3
2023-02-04,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,252452.725,6400387.921999999,kilowattHours,20210301-audioptic-clamart,2023,2,4
2023-02-05,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,111025.753,6511413.674999999,kilowattHours,20210301-audioptic-clamart,2023,2,5
2023-02-06,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,207126.743,6718540.417999999,kilowattHours,20210301-audioptic-clamart,2023,2,6
2023-02-07,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,346758.576,7065298.993999999,kilowattHours,20210301-audioptic-clamart,2023,2,7
2023-02-08,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,321918.758,7387217.751999999,kilowattHours,20210301-audioptic-clamart,2023,2,8
2023-02-09,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,366712.543,7753930.294999999,kilowattHours,20210301-audioptic-clamart,2023,2,9
2023-02-10,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,234099.964,7988030.258999999,kilowattHours,20210301-audioptic-clamart,2023,2,10
2023-02-11,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,32683.946,8020714.204999999,kilowattHours,20210301-audioptic-clamart,2023,2,11
2023-02-12,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,38226.757,8058940.961999999,kilowattHours,20210301-audioptic-clamart,2023,2,12
2023-02-13,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,231202.546,8290143.507999999,kilowattHours,20210301-audioptic-clamart,2023,2,13
2023-02-14,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,232833.536,8522977.044,kilowattHours,20210301-audioptic-clamart,2023,2,14
2023-02-15,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,205979.49,8728956.534,kilowattHours,20210301-audioptic-clamart,2023,2,15
2023-02-16,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,191859.854,8920816.388,kilowattHours,20210301-audioptic-clamart,2023,2,16
2023-02-17,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,131386.958,9052203.346,kilowattHours,20210301-audioptic-clamart,2023,2,17
2023-02-18,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,119559.291,9171762.637,kilowattHours,20210301-audioptic-clamart,2023,2,18
2023-02-19,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,172859.001,9344621.638,kilowattHours,20210301-audioptic-clamart,2023,2,19
2023-02-20,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,244868.219,9589489.857,kilowattHours,20210301-audioptic-clamart,2023,2,20
2023-02-21,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,174451.005,9763940.862000002,kilowattHours,20210301-audioptic-clamart,2023,2,21
2023-02-22,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,178005.815,9941946.677000001,kilowattHours,20210301-audioptic-clamart,2023,2,22
2023-02-23,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,198240.155,10140186.832,kilowattHours,20210301-audioptic-clamart,2023,2,23
2023-02-24,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,217021.407,10357208.239,kilowattHours,20210301-audioptic-clamart,2023,2,24
2023-02-25,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,224889.939,10582098.178,kilowattHours,20210301-audioptic-clamart,2023,2,25
2023-02-26,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,335498.703,10917596.881,kilowattHours,20210301-audioptic-clamart,2023,2,26
2023-02-27,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,550696.732,11468293.613,kilowattHours,20210301-audioptic-clamart,2023,2,27
2023-02-28,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,463939.468,11932233.081,kilowattHours,20210301-audioptic-clamart,2023,2,28
2023-02-28,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_MONTHLY,6358169.002,11932233.081,kilowattHours,20210301-audioptic-clamart,2023,2,28
2023-03-01,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,438028.048,12370261.129,kilowattHours,20210301-audioptic-clamart,2023,3,1
2023-03-02,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,422067.989,12792329.118,kilowattHours,20210301-audioptic-clamart,2023,3,2
2023-03-03,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,320971.228,13113300.346,kilowattHours,20210301-audioptic-clamart,2023,3,3
2023-03-04,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,274980.702,13388281.048,kilowattHours,20210301-audioptic-clamart,2023,3,4
2023-03-05,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,294293.965,13682575.013,kilowattHours,20210301-audioptic-clamart,2023,3,5
2023-03-06,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,343273.578,14025848.591,kilowattHours,20210301-audioptic-clamart,2023,3,6
2023-03-07,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,283025.614,14308874.205,kilowattHours,20210301-audioptic-clamart,2023,3,7
2023-03-08,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,201650.251,14510524.456,kilowattHours,20210301-audioptic-clamart,2023,3,8
2023-03-09,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,182803.79,14693328.246,kilowattHours,20210301-audioptic-clamart,2023,3,9
2023-03-10,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,259885.875,14953214.121,kilowattHours,20210301-audioptic-clamart,2023,3,10
2023-03-11,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,176852.039,15130066.16,kilowattHours,20210301-audioptic-clamart,2023,3,11
2023-03-12,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,145378.806,15275444.966,kilowattHours,20210301-audioptic-clamart,2023,3,12
2023-03-13,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,86616.987,15362061.953,kilowattHours,20210301-audioptic-clamart,2023,3,13
2023-03-14,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,14985.501,15377047.454,kilowattHours,20210301-audioptic-clamart,2023,3,14
2023-03-15,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,27595.197,15404642.651,kilowattHours,20210301-audioptic-clamart,2023,3,15
2023-03-16,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,40230.07,15444872.721,kilowattHours,20210301-audioptic-clamart,2023,3,16
2023-03-17,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,5355.068,15450227.789,kilowattHours,20210301-audioptic-clamart,2023,3,17
2023-03-18,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,36680.526,15486908.315000001,kilowattHours,20210301-audioptic-clamart,2023,3,18
2023-03-19,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,125186.589,15612094.904000001,kilowattHours,20210301-audioptic-clamart,2023,3,19
2023-03-20,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,26137.591,15638232.495000001,kilowattHours,20210301-audioptic-clamart,2023,3,20
2023-03-21,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,16402.133,15654634.628,kilowattHours,20210301-audioptic-clamart,2023,3,21
2023-03-22,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,21598.5,15676233.128,kilowattHours,20210301-audioptic-clamart,2023,3,22
2023-03-23,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,13238.029,15689471.157,kilowattHours,20210301-audioptic-clamart,2023,3,23
2023-03-24,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,19583.112,15709054.269,kilowattHours,20210301-audioptic-clamart,2023,3,24
2023-03-25,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,29101.729,15738155.998,kilowattHours,20210301-audioptic-clamart,2023,3,25
2023-03-26,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,38103.09,15776259.088,kilowattHours,20210301-audioptic-clamart,2023,3,26
2023-03-27,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,32843.453,15809102.541,kilowattHours,20210301-audioptic-clamart,2023,3,27
2023-03-28,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,38366.047,15847468.588,kilowattHours,20210301-audioptic-clamart,2023,3,28
2023-03-29,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,12468.93,15859937.518,kilowattHours,20210301-audioptic-clamart,2023,3,29
2023-03-30,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,22032.567,15881970.084999999,kilowattHours,20210301-audioptic-clamart,2023,3,30
2023-03-31,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_DAILY,17475.243,15899445.328,kilowattHours,20210301-audioptic-clamart,2023,3,31
2023-03-31,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_MONTHLY,3967212.247,15899445.328,kilowattHours,20210301-audioptic-clamart,2023,3,31
2023-12-31,ENERGY_CONSUMED,ENERGY_CONSUMED_CUMULATED_YEARLY,15899445.328,15899445.328,kilowattHours,20210301-audioptic-clamart,2023,12,31
2023-01-19,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,170095.666,170095.666,kilowattHours,20210301-audioptic-clamart,2023,1,19
2023-01-20,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,577906.284,748001.95,kilowattHours,20210301-audioptic-clamart,2023,1,20
2023-01-21,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,462112.16599999997,1210114.116,kilowattHours,20210301-audioptic-clamart,2023,1,21
2023-01-22,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,453703.946,1663818.062,kilowattHours,20210301-audioptic-clamart,2023,1,22
2023-01-23,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,705046.849,2368864.911,kilowattHours,20210301-audioptic-clamart,2023,1,23
2023-01-24,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,496856.398,2865721.309,kilowattHours,20210301-audioptic-clamart,2023,1,24
2023-01-25,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,544721.352,3410442.661,kilowattHours,20210301-audioptic-clamart,2023,1,25
2023-01-26,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,452538.44299999997,3862981.104,kilowattHours,20210301-audioptic-clamart,2023,1,26
2023-01-27,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,429144.865,4292125.969,kilowattHours,20210301-audioptic-clamart,2023,1,27
2023-01-28,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,487478.886,4779604.8549999995,kilowattHours,20210301-audioptic-clamart,2023,1,28
2023-01-29,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,574105.597,5353710.452,kilowattHours,20210301-audioptic-clamart,2023,1,29
2023-01-30,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,442489.441,5796199.892999999,kilowattHours,20210301-audioptic-clamart,2023,1,30
2023-01-31,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,426061.153,6222261.045999999,kilowattHours,20210301-audioptic-clamart,2023,1,31
2023-01-31,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_MONTHLY,6222261.046,6222261.046,kilowattHours,20210301-audioptic-clamart,2023,1,31
2023-02-01,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,453685.724,6675946.77,kilowattHours,20210301-audioptic-clamart,2023,2,1
2023-02-02,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,208703.141,6884649.910999999,kilowattHours,20210301-audioptic-clamart,2023,2,2
2023-02-03,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,330888.658,7215538.568999999,kilowattHours,20210301-audioptic-clamart,2023,2,3
2023-02-04,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,345346.881,7560885.449999999,kilowattHours,20210301-audioptic-clamart,2023,2,4
2023-02-05,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,241331.608,7802217.057999999,kilowattHours,20210301-audioptic-clamart,2023,2,5
2023-02-06,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,284697.216,8086914.273999999,kilowattHours,20210301-audioptic-clamart,2023,2,6
2023-02-07,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,417473.222,8504387.496,kilowattHours,20210301-audioptic-clamart,2023,2,7
2023-02-08,ENERGY_CONSUMED_LEGACY,ENERGY_CONSUMED_LEGACY_CUMULATED_DAILY,382590.702,8886978.197999999,kilowattHours,20210301-audioptic-clamart,2023,2,8
